"licenca","cod_cli","data_emissao","vend_cli","pedido_fora_rota","inicio_atendimento","final_atendimento","motivo_nao_compra"
"3724","0009-1497","2026-03-04",306,False,"2026-03-04T15:33:03.432Z","2026-03-04T15:34:22.060Z","O"
"3680","0006-0867","2026-03-04",403,False,"2026-03-04T15:33:06.675Z","2026-03-04T15:34:49.114Z","O"
"3680","0003-2386","2026-03-04",104,False,"2026-03-04T15:37:00.510Z","2026-03-04T15:39:38.674Z","N"
"3724","0013-0548","2026-03-04",204,False,"2026-03-04T15:38:07.916Z","2026-03-04T15:39:40.996Z","S"
"3680","0004-1998","2026-03-04",701,False,"2026-03-04T15:34:16.415Z","2026-03-04T15:34:49.714Z","B"
"3680","0003-2439","2026-03-04",104,False,"2026-03-04T15:33:22.305Z","2026-03-04T15:35:27.307Z","F"
"3680","0002-3656","2026-03-04",106,True,"2026-03-04T15:35:56.639Z","2026-03-04T15:36:36.030Z","S"
"3680","0007-0405","2026-03-04",802,False,"2026-03-04T15:26:31.648Z","2026-03-04T15:32:54.303Z","B"
"3680","0007-0581","2026-03-04",802,False,"2026-03-04T15:35:12.283Z","2026-03-04T15:35:49.885Z","N"
"3680","0002-1452","2026-03-04",102,False,"2026-03-04T15:35:16.451Z","2026-03-04T15:36:12.580Z","O"
"3680","0003-1247","2026-03-04",702,False,"2026-03-04T15:35:36.252Z","2026-03-04T15:36:11.841Z","B"
"3680","0012-0453","2026-03-04",402,False,"2026-03-04T15:32:11.562Z","2026-03-04T15:36:14.963Z","S"
"3724","0023-0096","2026-03-04",205,False,"2026-03-04T15:34:44.698Z","2026-03-04T15:36:31.349Z","B"
"3680","0007-0205","2026-03-04",802,False,"2026-03-04T15:36:00.882Z","2026-03-04T15:37:22.322Z","B"
"3680","0003-1962","2026-03-04",107,False,"2026-03-04T15:33:11.029Z","2026-03-04T15:37:36.384Z","F"
"3680","0002-4063","2026-03-04",106,True,"2026-03-04T15:36:55.087Z","2026-03-04T15:37:46.671Z","S"
"3724","0009-1082","2026-03-04",301,False,"2026-03-04T15:37:14.630Z","2026-03-04T15:38:30.084Z","N"
"3724","0009-1198","2026-03-04",304,False,"2026-03-04T15:33:32.626Z","2026-03-04T15:38:13.603Z","S"
"3724","0024-0144","2026-03-04",601,False,"2026-03-04T15:34:28.382Z","2026-03-04T15:38:39.944Z","Z"
"3724","0035-1108","2026-03-04",503,False,"2026-03-04T15:35:40.181Z","2026-03-04T15:39:00.521Z","B"
"3680","0006-1133","2026-03-04",403,False,"2026-03-04T15:35:18.539Z","2026-03-04T15:39:21.248Z","S"
"3724","0035-1354","2026-03-04",504,False,"2026-03-04T15:30:43.441Z","2026-03-04T15:39:19.168Z","S"
"3724","0009-1732","2026-03-04",304,False,"2026-03-04T15:38:59.750Z","2026-03-04T15:39:20.590Z","A"
"3680","0006-0819","2026-03-04",404,False,"2026-03-04T15:27:29.339Z","2026-03-04T15:39:21.065Z","S"
"3724","0021-0221","2026-03-04",202,False,"2026-03-04T15:12:03.279Z","2026-03-04T15:39:23.976Z","H"
"3724","0026-0121","2026-03-04",502,False,"2026-03-04T15:39:12.788Z","2026-03-04T15:39:30.374Z","N"
"3680","0007-0638","2026-03-04",802,False,"2026-03-04T15:39:21.606Z","2026-03-04T15:39:42.436Z","F"
"3680","0002-0977","2026-03-04",102,False,"2026-03-04T15:39:21.602Z","2026-03-04T15:40:25.160Z","S"
"3680","0010-0401","2026-03-04",406,False,"2026-03-04T15:31:14.286Z","2026-03-04T15:31:56.416Z","O"
"3680","0010-0287","2026-03-04",406,False,"2026-03-04T15:14:23.721Z","2026-03-04T15:22:57.312Z","S"
"3724","0035-1304","2026-03-04",505,False,"2026-03-04T15:35:55.409Z","2026-03-04T15:40:27.146Z","F"
"3680","0006-1116","2026-03-04",403,False,"2026-03-04T15:40:01.776Z","2026-03-04T15:40:35.717Z","P"
"3680","0017-0409","2026-03-04",405,False,"2026-03-04T15:36:13.974Z","2026-03-04T15:40:45.251Z","N"
"3724","0021-0167","2026-03-04",201,False,"2026-03-04T15:32:35.345Z","2026-03-04T15:42:43.636Z","S"
"3724","0035-1322","2026-03-04",502,False,"2026-03-04T15:40:35.456Z","2026-03-04T15:41:20.426Z","N"
"3680","0004-2035","2026-03-04",804,False,"2026-03-04T15:35:33.013Z","2026-03-04T15:41:32.850Z","S"
"3724","0035-1356","2026-03-04",503,False,"2026-03-04T15:41:43.623Z","2026-03-04T15:42:21.709Z","B"
"3680","0002-3088","2026-03-04",702,False,"2026-03-04T15:39:07.698Z","2026-03-04T15:42:45.551Z","Z"
"3680","0010-0411","2026-03-04",406,False,"2026-03-04T15:34:48.618Z","2026-03-04T15:35:06.312Z","O"
"3680","0019-0245","2026-03-04",406,False,"2026-03-04T15:38:21.986Z","2026-03-04T15:39:45.584Z","O"
"3680","0019-0189","2026-03-04",406,False,"2026-03-04T15:41:28.766Z","2026-03-04T15:43:03.559Z","B"
"3680","0016-0212","2026-03-04",803,False,"2026-03-04T15:35:34.664Z","2026-03-04T15:36:18.192Z","H"
"3680","0003-2158","2026-03-04",107,False,"2026-03-04T15:40:37.910Z","2026-03-04T15:43:20.541Z","B"
"3680","0016-0195","2026-03-04",803,False,"2026-03-04T15:41:39.808Z","2026-03-04T15:43:05.639Z","F"
"3724","0035-0596","2026-03-04",504,False,"2026-03-04T15:43:57.425Z","2026-03-04T15:44:30.378Z","N"
"3724","0035-0357","2026-03-04",503,False,"2026-03-04T15:42:45.163Z","2026-03-04T15:43:17.050Z","F"
"3680","0002-1679","2026-03-04",103,False,"2026-03-04T15:39:25.348Z","2026-03-04T15:43:32.309Z","S"
"3680","0004-1887","2026-03-04",804,False,"2026-03-04T15:42:54.316Z","2026-03-04T15:43:46.118Z","S"
"3724","0009-1228","2026-03-04",301,False,"2026-03-04T15:40:29.616Z","2026-03-04T15:43:37.034Z","Z"
"3680","0017-0375","2026-03-04",405,False,"2026-03-04T15:43:49.358Z","2026-03-04T15:44:16.730Z","C"
"3724","0009-0538","2026-03-04",303,False,"2026-03-04T15:43:21.714Z","2026-03-04T15:44:31.927Z","N"
"3680","0004-0677","2026-03-04",804,True,"2026-03-04T15:44:23.627Z","2026-03-04T15:45:53.239Z","S"
"3680","0006-1098","2026-03-04",403,False,"2026-03-04T15:42:50.729Z","2026-03-04T15:46:09.841Z","B"
"3724","0009-1848","2026-03-04",301,False,"2026-03-04T15:46:04.334Z","2026-03-04T15:46:49.060Z","N"
"3680","0006-0799","2026-03-04",403,False,"2026-03-04T15:46:22.346Z","2026-03-04T15:46:48.120Z","B"
"3724","0023-0213","2026-03-04",205,False,"2026-03-04T15:53:05.430Z","2026-03-04T15:53:57.059Z","S"
"3680","0017-0338","2026-03-04",405,False,"2026-03-04T15:45:00.067Z","2026-03-04T15:46:23.976Z","B"
"3680","0003-2489","2026-03-04",107,False,"2026-03-04T15:45:10.837Z","2026-03-04T15:46:59.944Z","B"
"3680","0018-0052","2026-03-04",801,False,"2026-03-04T15:49:34.717Z","2026-03-04T15:49:57.305Z","F"
"3680","0002-3032","2026-03-04",102,False,"2026-03-04T15:47:45.322Z","2026-03-04T15:50:28.419Z","S"
"3724","0009-1721","2026-03-04",304,False,"2026-03-04T15:45:14.753Z","2026-03-04T15:47:09.812Z","P"
"3680","0001-0071","2026-03-04",407,False,"2026-03-04T15:46:41.393Z","2026-03-04T15:47:18.328Z","C"
"3724","0035-1132","2026-03-04",504,False,"2026-03-04T15:46:04.621Z","2026-03-04T15:47:27.185Z","B"
"3680","0003-0798","2026-03-04",104,False,"2026-03-04T15:43:59.312Z","2026-03-04T15:48:16.741Z","S"
"3724","0035-1056","2026-03-04",504,False,"2026-03-04T15:48:01.346Z","2026-03-04T15:48:22.011Z","S"
"3680","0002-3032","2026-03-04",102,False,"2026-03-04T15:46:32.629Z","2026-03-04T15:47:30.267Z","O"
"3724","0033-0272","2026-03-04",502,False,"2026-03-04T15:48:36.026Z","2026-03-04T15:48:56.770Z","N"
"3724","0009-0533","2026-03-04",301,False,"2026-03-04T15:48:01.952Z","2026-03-04T15:49:34.712Z","J"
"3680","0001-1458","2026-03-04",407,False,"2026-03-04T15:50:43.144Z","2026-03-04T15:51:07.772Z","C"
"3680","0017-0319","2026-03-04",405,False,"2026-03-04T15:49:06.784Z","2026-03-04T15:49:42.084Z","A"
"3680","0003-1377","2026-03-04",805,False,"2026-03-04T15:44:01.512Z","2026-03-04T15:50:00.744Z","S"
"3724","0013-0575","2026-03-04",204,False,"2026-03-04T15:50:14.448Z","2026-03-04T15:50:54.979Z","S"
"3724","0009-1426","2026-03-04",303,False,"2026-03-04T15:50:55.317Z","2026-03-04T15:51:17.681Z","N"
"3680","0003-2472","2026-03-04",107,False,"2026-03-04T15:48:25.227Z","2026-03-04T15:52:01.651Z","B"
"3724","0009-1346","2026-03-04",303,False,"2026-03-04T15:51:28.552Z","2026-03-04T15:52:42.760Z","O"
"3724","0009-0185","2026-03-04",603,False,"2026-03-04T15:41:36.550Z","2026-03-04T15:52:47.090Z","S"
"3680","0007-0442","2026-03-04",802,False,"2026-03-04T15:50:10.343Z","2026-03-04T15:51:58.649Z","B"
"3680","0006-1052","2026-03-04",403,False,"2026-03-04T15:50:09.782Z","2026-03-04T15:52:07.576Z","N"
"3724","0009-2178","2026-03-04",304,False,"2026-03-04T15:48:43.844Z","2026-03-04T15:52:19.310Z","N"
"3724","0013-1159","2026-03-04",602,False,"2026-03-04T14:28:06.631Z","2026-03-04T15:52:08.186Z","S"
"3724","0023-0083","2026-03-04",205,False,"2026-03-04T15:51:21.974Z","2026-03-04T15:52:26.415Z","B"
"3724","0013-0886","2026-03-04",203,False,"2026-03-04T15:52:09.199Z","2026-03-04T15:52:41.976Z","S"
"3724","0021-0238","2026-03-04",201,False,"2026-03-04T15:44:12.400Z","2026-03-04T15:52:57.106Z","Z"
"3680","0017-0377","2026-03-04",405,False,"2026-03-04T15:52:25.571Z","2026-03-04T15:52:54.004Z","A"
"3680","0001-1316","2026-03-04",804,False,"2026-03-04T15:52:34.148Z","2026-03-04T15:53:07.224Z","F"
"3680","0003-2525","2026-03-04",805,False,"2026-03-04T15:52:31.092Z","2026-03-04T15:53:11.683Z","B"
"3724","0009-2031","2026-03-04",303,False,"2026-03-04T15:52:57.475Z","2026-03-04T15:53:19.454Z","B"
"3680","0002-1915","2026-03-04",103,False,"2026-03-04T15:49:19.632Z","2026-03-04T15:53:21.765Z","S"
"3680","0007-0714","2026-03-04",802,False,"2026-03-04T15:53:01.961Z","2026-03-04T15:53:26.370Z","N"
"3680","0016-0332","2026-03-04",803,False,"2026-03-04T15:53:05.413Z","2026-03-04T15:53:57.620Z","F"
"3724","0034-0133","2026-03-04",306,False,"2026-03-04T15:49:40.422Z","2026-03-04T15:53:57.256Z","S"
"3724","0035-0056","2026-03-04",503,False,"2026-03-04T15:46:22.883Z","2026-03-04T15:54:24.044Z","S"
"3724","0034-0103","2026-03-04",306,False,"2026-03-04T15:41:18.321Z","2026-03-04T15:42:04.346Z","A"
"3680","0007-0293","2026-03-04",802,False,"2026-03-04T15:53:44.979Z","2026-03-04T15:54:30.621Z","N"
"3724","0023-0085","2026-03-04",205,False,"2026-03-04T15:54:16.876Z","2026-03-04T15:54:38.798Z","B"
"3724","0013-0401","2026-03-04",204,True,"2026-03-04T15:51:37.456Z","2026-03-04T15:55:01.396Z","S"
"3724","0013-1224","2026-03-04",203,False,"2026-03-04T15:54:36.547Z","2026-03-04T15:55:02.255Z","H"
"3680","0002-2872","2026-03-04",702,False,"2026-03-04T15:50:25.829Z","2026-03-04T15:55:00.039Z","S"
"3680","0006-0834","2026-03-04",404,False,"2026-03-04T15:53:43.024Z","2026-03-04T15:55:01.811Z","S"
"3724","0009-1642","2026-03-04",301,False,"2026-03-04T15:50:55.052Z","2026-03-04T15:55:06.013Z","S"
"3724","0009-0562","2026-03-04",603,True,"2026-03-04T15:56:03.083Z","2026-03-04T15:56:47.090Z","S"
"3724","0009-0562","2026-03-04",603,True,"2026-03-04T15:54:37.800Z","2026-03-04T15:55:46.174Z","S"
"3724","0026-0053","2026-03-04",302,False,"2026-03-04T15:39:50.272Z","2026-03-04T15:46:03.201Z","S"
"3680","0003-2693","2026-03-04",107,False,"2026-03-04T15:52:53.719Z","2026-03-04T15:55:42.828Z","F"
"3680","0012-0481","2026-03-04",402,False,"2026-03-04T15:54:52.304Z","2026-03-04T15:56:06.277Z","C"
"3724","0009-0538","2026-03-04",303,False,"2026-03-04T15:55:25.717Z","2026-03-04T15:56:26.230Z","S"
"3724","0026-0029","2026-03-04",302,False,"2026-03-04T15:52:27.868Z","2026-03-04T15:57:00.908Z","S"
"3680","0017-0380","2026-03-04",405,False,"2026-03-04T15:53:33.548Z","2026-03-04T15:57:36.052Z","S"
"3724","0009-0483","2026-03-04",304,False,"2026-03-04T15:52:27.116Z","2026-03-04T15:58:56.457Z","S"
"3724","0023-0131","2026-03-04",205,False,"2026-03-04T15:57:28.678Z","2026-03-04T16:00:29.083Z","S"
"3724","0023-0258","2026-03-04",205,False,"2026-03-04T15:56:09.830Z","2026-03-04T15:57:18.990Z","B"
"3680","0006-0429","2026-03-04",403,False,"2026-03-04T15:56:42.308Z","2026-03-04T15:57:25.310Z","B"
"3680","0003-2603","2026-03-04",805,False,"2026-03-04T15:55:46.127Z","2026-03-04T16:00:21.960Z","S"
"3724","0021-0249","2026-03-04",202,False,"2026-03-04T15:51:44.759Z","2026-03-04T15:57:27.542Z","Z"
"3680","0012-0413","2026-03-04",402,False,"2026-03-04T15:57:06.550Z","2026-03-04T15:57:54.592Z","C"
"3680","0006-0893","2026-03-04",704,True,"2026-03-04T15:54:48.168Z","2026-03-04T15:58:06.199Z","S"
"3680","0017-0419","2026-03-04",405,False,"2026-03-04T15:58:47.639Z","2026-03-04T15:59:35.544Z","B"
"3680","0004-1211","2026-03-04",804,False,"2026-03-04T15:57:36.730Z","2026-03-04T16:00:06.386Z","F"
"3724","0035-0280","2026-03-04",503,False,"2026-03-04T15:56:25.987Z","2026-03-04T16:00:36.445Z","S"
"3724","0009-2348","2026-03-04",305,False,"2026-03-04T15:50:32.131Z","2026-03-04T15:55:09.635Z","N"
"3680","0003-2334","2026-03-04",104,False,"2026-03-04T16:00:15.830Z","2026-03-04T16:01:18.427Z","N"
"3680","0015-0093","2026-03-04",407,False,"2026-03-04T15:55:22.073Z","2026-03-04T15:58:15.007Z","S"
"3724","0009-1998","2026-03-04",303,False,"2026-03-04T16:00:25.888Z","2026-03-04T16:00:50.267Z","Z"
"3724","0021-0370","2026-03-04",202,True,"2026-03-04T15:58:18.714Z","2026-03-04T16:00:55.853Z","S"
"3680","0012-0199","2026-03-04",402,False,"2026-03-04T16:00:01.633Z","2026-03-04T16:00:59.400Z","N"
"3680","0003-0400","2026-03-04",104,False,"2026-03-04T15:50:47.463Z","2026-03-04T15:51:37.096Z","F"
"3724","0023-0149","2026-03-04",205,False,"2026-03-04T16:00:46.029Z","2026-03-04T16:01:34.296Z","B"
"3680","0001-1184","2026-03-04",407,False,"2026-03-04T16:00:49.302Z","2026-03-04T16:01:26.059Z","C"
"3680","0002-2080","2026-03-04",102,False,"2026-03-04T15:52:35.200Z","2026-03-04T16:01:35.291Z","S"
"3680","0006-1184","2026-03-04",403,False,"2026-03-04T16:01:24.771Z","2026-03-04T16:02:07.268Z","C"
"3680","0019-0029","2026-03-04",406,False,"2026-03-04T15:48:02.423Z","2026-03-04T15:49:48.672Z","O"
"3680","0019-0195","2026-03-04",406,False,"2026-03-04T15:55:25.720Z","2026-03-04T16:03:10.342Z","B"
"3680","0012-0497","2026-03-04",402,False,"2026-03-04T16:02:59.820Z","2026-03-04T16:03:24.819Z","A"
"3680","0002-2878","2026-03-04",103,False,"2026-03-04T15:59:37.414Z","2026-03-04T16:03:39.842Z","S"
"3724","0009-1760","2026-03-04",304,False,"2026-03-04T15:59:46.632Z","2026-03-04T16:03:49.427Z","S"
"3680","0003-2173","2026-03-04",101,False,"2026-03-04T15:51:53.892Z","2026-03-04T16:04:37.651Z","S"
"3680","0006-0806","2026-03-04",404,False,"2026-03-04T16:01:33.995Z","2026-03-04T16:05:42.084Z","S"
"3724","0021-0183","2026-03-04",201,False,"2026-03-04T15:56:57.835Z","2026-03-04T16:03:11.015Z","B"
"3680","0001-1163","2026-03-04",407,False,"2026-03-04T16:02:42.158Z","2026-03-04T16:03:14.855Z","C"
"3680","0017-0416","2026-03-04",405,False,"2026-03-04T16:02:50.700Z","2026-03-04T16:03:23.038Z","B"
"3680","0004-1064","2026-03-04",804,False,"2026-03-04T16:02:08.655Z","2026-03-04T16:03:20.029Z","B"
"3724","0035-0471","2026-03-04",503,False,"2026-03-04T16:02:48.776Z","2026-03-04T16:03:41.457Z","F"
"3680","0016-0297","2026-03-04",803,False,"2026-03-04T16:00:13.505Z","2026-03-04T16:04:16.011Z","S"
"3724","0026-0041","2026-03-04",302,False,"2026-03-04T15:58:10.223Z","2026-03-04T16:03:56.372Z","N"
"3724","0009-1598","2026-03-04",301,False,"2026-03-04T15:59:35.646Z","2026-03-04T16:03:59.702Z","H"
"3680","0006-1160","2026-03-04",403,False,"2026-03-04T16:04:11.607Z","2026-03-04T16:04:41.716Z","N"
"3724","0009-2007","2026-03-04",306,False,"2026-03-04T16:12:46.662Z","2026-03-04T16:13:56.953Z","O"
"3680","0015-0095","2026-03-04",407,False,"2026-03-04T16:04:59.376Z","2026-03-04T16:05:21.779Z","C"
"3724","0023-0253","2026-03-04",205,False,"2026-03-04T16:04:53.404Z","2026-03-04T16:05:31.133Z","S"
"3724","0023-0274","2026-03-04",205,False,"2026-03-04T16:05:45.722Z","2026-03-04T16:06:22.629Z","B"
"3724","0023-0163","2026-03-04",601,False,"2026-03-04T15:58:52.333Z","2026-03-04T16:05:50.283Z","N"
"3724","0033-0211","2026-03-04",502,False,"2026-03-04T16:04:52.723Z","2026-03-04T16:06:22.985Z","S"
"3680","0003-1944","2026-03-04",805,False,"2026-03-04T16:04:45.455Z","2026-03-04T16:06:13.008Z","N"
"3680","0018-0188","2026-03-04",801,False,"2026-03-04T16:03:52.167Z","2026-03-04T16:08:18.449Z","S"
"3724","0013-1090","2026-03-04",204,False,"2026-03-04T16:05:07.547Z","2026-03-04T16:06:26.980Z","S"
"3680","0006-0556","2026-03-04",403,False,"2026-03-04T16:06:58.243Z","2026-03-04T16:07:19.773Z","A"
"3724","0035-0112","2026-03-04",604,False,"2026-03-04T16:05:39.335Z","2026-03-04T16:06:49.876Z","S"
"3680","0017-0090","2026-03-04",401,False,"2026-03-04T15:51:59.767Z","2026-03-04T16:07:30.917Z","S"
"3724","0009-0454","2026-03-04",305,False,"2026-03-04T16:01:04.392Z","2026-03-04T16:07:41.072Z","C"
"3680","0017-0187","2026-03-04",405,False,"2026-03-04T16:06:21.211Z","2026-03-04T16:07:36.997Z","S"
"3680","0002-2841","2026-03-04",103,False,"2026-03-04T16:03:50.316Z","2026-03-04T16:07:52.092Z","S"
"3724","0035-1326","2026-03-04",503,False,"2026-03-04T16:04:43.773Z","2026-03-04T16:09:05.516Z","S"
"3680","0015-0360","2026-03-04",407,False,"2026-03-04T16:06:36.073Z","2026-03-04T16:08:15.908Z","C"
"3724","0009-0498","2026-03-04",301,False,"2026-03-04T16:08:08.345Z","2026-03-04T16:08:30.019Z","Z"
"3680","0002-0025","2026-03-04",103,False,"2026-03-04T16:08:45.302Z","2026-03-04T16:09:00.540Z","B"
"3724","0009-2074","2026-03-04",303,False,"2026-03-04T16:03:34.346Z","2026-03-04T16:09:05.269Z","L"
"3680","0002-0838","2026-03-04",102,False,"2026-03-04T16:06:14.861Z","2026-03-04T16:09:19.594Z","Z"
"3724","0035-1310","2026-03-04",504,False,"2026-03-04T16:04:58.145Z","2026-03-04T16:09:36.186Z","S"
"3680","0001-1434","2026-03-04",407,False,"2026-03-04T16:08:56.729Z","2026-03-04T16:09:37.635Z","C"
"3724","0021-0016","2026-03-04",201,False,"2026-03-04T16:06:19.240Z","2026-03-04T16:09:47.056Z","S"
"3680","0004-1416","2026-03-04",804,False,"2026-03-04T16:09:31.971Z","2026-03-04T16:09:54.762Z","H"
"3680","0003-2579","2026-03-04",107,False,"2026-03-04T15:59:45.855Z","2026-03-04T16:09:42.904Z","S"
"3724","0023-0149","2026-03-04",205,False,"2026-03-04T16:09:25.452Z","2026-03-04T16:10:23.310Z","S"
"3724","0033-0262","2026-03-04",502,False,"2026-03-04T16:08:38.793Z","2026-03-04T16:10:26.989Z","S"
"3680","0006-0996","2026-03-04",404,False,"2026-03-04T16:10:12.060Z","2026-03-04T16:10:37.069Z","B"
"3724","0033-0234","2026-03-04",502,False,"2026-03-04T16:10:33.787Z","2026-03-04T16:10:49.848Z","N"
"3680","0002-2781","2026-03-04",103,False,"2026-03-04T16:09:50.057Z","2026-03-04T16:10:55.127Z","B"
"3680","0015-0147","2026-03-04",407,False,"2026-03-04T16:10:49.159Z","2026-03-04T16:11:16.042Z","C"
"3680","0016-0345","2026-03-04",803,False,"2026-03-04T16:07:23.532Z","2026-03-04T16:11:25.835Z","S"
"3724","0033-0234","2026-03-04",502,False,"2026-03-04T16:11:06.038Z","2026-03-04T16:11:58.022Z","S"
"3680","0004-1331","2026-03-04",701,True,"2026-03-04T16:09:55.421Z","2026-03-04T16:11:14.156Z","S"
"3680","0003-2661","2026-03-04",101,False,"2026-03-04T16:06:55.205Z","2026-03-04T16:11:23.635Z","S"
"3724","0009-1231","2026-03-04",301,False,"2026-03-04T16:10:45.690Z","2026-03-04T16:11:27.980Z","N"
"3680","0002-2210","2026-03-04",106,False,"2026-03-04T16:06:49.733Z","2026-03-04T16:07:11.190Z","B"
"3680","0003-2635","2026-03-04",805,False,"2026-03-04T16:09:58.283Z","2026-03-04T16:12:06.264Z","G"
"3680","0002-3933","2026-03-04",105,True,"2026-03-04T16:11:59.273Z","2026-03-04T16:12:34.070Z","S"
"3724","0009-2150","2026-03-04",304,False,"2026-03-04T16:11:37.998Z","2026-03-04T16:12:19.701Z","B"
"3680","0003-2588","2026-03-04",107,False,"2026-03-04T16:11:17.068Z","2026-03-04T16:12:34.437Z","N"
"3724","0009-0495","2026-03-04",301,False,"2026-03-04T16:11:37.860Z","2026-03-04T16:12:34.596Z","N"
"3680","0006-1193","2026-03-04",403,False,"2026-03-04T16:07:43.528Z","2026-03-04T16:12:20.043Z","S"
"3680","0012-0285","2026-03-04",402,False,"2026-03-04T16:05:53.427Z","2026-03-04T16:12:57.873Z","Z"
"3724","0035-1299","2026-03-04",504,False,"2026-03-04T16:09:49.719Z","2026-03-04T16:13:54.457Z","S"
"3724","0035-1279","2026-03-04",503,False,"2026-03-04T16:12:12.957Z","2026-03-04T16:13:17.848Z","N"
"3680","0006-1164","2026-03-04",403,False,"2026-03-04T16:12:52.152Z","2026-03-04T16:13:40.667Z","B"
"3724","0033-0177","2026-03-04",502,False,"2026-03-04T16:13:22.731Z","2026-03-04T16:13:46.954Z","A"
"3680","0003-2053","2026-03-04",107,False,"2026-03-04T16:13:34.404Z","2026-03-04T16:13:51.713Z","F"
"3724","0035-1079","2026-03-04",504,False,"2026-03-04T16:14:40.714Z","2026-03-04T16:15:08.994Z","S"
"3724","0009-1351","2026-03-04",301,False,"2026-03-04T16:13:10.355Z","2026-03-04T16:13:55.473Z","N"
"3680","0017-0295","2026-03-04",401,False,"2026-03-04T16:11:39.537Z","2026-03-04T16:16:35.127Z","S"
"3680","0003-0743","2026-03-04",107,False,"2026-03-04T16:14:03.152Z","2026-03-04T16:15:20.048Z","F"
"3724","0023-0183","2026-03-04",205,False,"2026-03-04T16:14:29.253Z","2026-03-04T16:15:46.609Z","B"
"3724","0023-0192","2026-03-04",205,False,"2026-03-04T16:17:03.464Z","2026-03-04T16:17:53.355Z","B"
"3724","0013-1055","2026-03-04",203,False,"2026-03-04T16:17:46.080Z","2026-03-04T16:18:22.940Z","B"
"3724","0021-0233","2026-03-04",201,False,"2026-03-04T16:12:25.233Z","2026-03-04T16:16:05.890Z","O"
"3680","0002-3411","2026-03-04",103,False,"2026-03-04T16:16:10.812Z","2026-03-04T16:16:27.569Z","B"
"3680","0003-2456","2026-03-04",107,False,"2026-03-04T16:16:14.140Z","2026-03-04T16:16:42.061Z","F"
"3724","0009-0423","2026-03-04",305,False,"2026-03-04T16:08:47.458Z","2026-03-04T16:16:42.804Z","Z"
"3724","0023-0275","2026-03-04",205,False,"2026-03-04T16:16:01.770Z","2026-03-04T16:16:49.272Z","B"
"3724","0021-0352","2026-03-04",202,False,"2026-03-04T16:07:40.534Z","2026-03-04T16:17:30.884Z","Z"
"3680","0015-0373","2026-03-04",407,False,"2026-03-04T16:11:33.240Z","2026-03-04T16:17:37.855Z","C"
"3724","0009-1060","2026-03-04",301,False,"2026-03-04T16:17:25.525Z","2026-03-04T16:17:50.499Z","H"
"3680","0002-4143","2026-03-04",103,False,"2026-03-04T16:17:48.422Z","2026-03-04T16:18:03.748Z","C"
"3724","0035-1132","2026-03-04",504,False,"2026-03-04T16:18:13.450Z","2026-03-04T16:18:34.274Z","S"
"3724","0023-0195","2026-03-04",205,False,"2026-03-04T16:18:16.611Z","2026-03-04T16:18:45.038Z","B"
"3680","0012-0416","2026-03-04",402,False,"2026-03-04T16:18:31.334Z","2026-03-04T16:19:06.967Z","S"
"3680","0001-0828","2026-03-04",406,False,"2026-03-04T16:18:20.527Z","2026-03-04T16:18:49.532Z","O"
"3680","0003-0783","2026-03-04",703,False,"2026-03-04T16:15:19.894Z","2026-03-04T16:19:22.997Z","S"
"3724","0023-0198","2026-03-04",205,False,"2026-03-04T16:18:52.718Z","2026-03-04T16:20:17.545Z","B"
"3680","0002-2708","2026-03-04",102,False,"2026-03-04T16:14:37.633Z","2026-03-04T16:20:33.379Z","M"
"3724","0009-1265","2026-03-04",603,False,"2026-03-04T16:08:12.724Z","2026-03-04T16:20:40.229Z","S"
"3680","0016-0175","2026-03-04",803,False,"2026-03-04T16:20:54.371Z","2026-03-04T16:21:33.664Z","B"
"3724","0009-2297","2026-03-04",303,False,"2026-03-04T16:14:52.674Z","2026-03-04T16:20:38.163Z","B"
"3724","0013-0692","2026-03-04",203,False,"2026-03-04T16:19:55.603Z","2026-03-04T16:20:55.732Z","B"
"3680","0003-2627","2026-03-04",703,False,"2026-03-04T16:32:26.135Z","2026-03-04T16:36:40.007Z","S"
"3724","0023-0283","2026-03-04",205,False,"2026-03-04T16:20:29.686Z","2026-03-04T16:21:06.680Z","B"
"3680","0003-1838","2026-03-04",805,False,"2026-03-04T16:17:18.768Z","2026-03-04T16:21:20.815Z","S"
"3680","0001-0307","2026-03-04",406,True,"2026-03-04T16:19:32.886Z","2026-03-04T16:21:27.287Z","S"
"3680","0002-2668","2026-03-04",705,False,"2026-03-04T16:15:32.902Z","2026-03-04T16:21:31.669Z","B"
"3680","0006-0987","2026-03-04",405,False,"2026-03-04T16:21:08.047Z","2026-03-04T16:21:33.913Z","B"
"3724","0023-0293","2026-03-04",205,False,"2026-03-04T16:21:16.255Z","2026-03-04T16:21:41.526Z","B"
"3724","0023-0269","2026-03-04",205,False,"2026-03-04T16:21:57.829Z","2026-03-04T16:22:20.789Z","B"
"3680","0003-0963","2026-03-04",107,False,"2026-03-04T16:21:32.833Z","2026-03-04T16:24:20.221Z","A"
"3724","0021-0203","2026-03-04",201,False,"2026-03-04T16:16:15.476Z","2026-03-04T16:24:19.036Z","S"
"3680","0015-0183","2026-03-04",407,False,"2026-03-04T16:24:06.302Z","2026-03-04T16:24:25.848Z","C"
"3724","0009-0573","2026-03-04",302,False,"2026-03-04T16:12:27.975Z","2026-03-04T16:24:43.721Z","S"
"3724","0009-2322","2026-03-04",305,False,"2026-03-04T16:25:02.854Z","2026-03-04T16:26:03.432Z","B"
